# from	to	version	name	size	sha256	url
kn	en	1.0	lex.50.50.knen.s2t.bin	4655776	aa50a74f15e9ef8cf27a5b905c17037bd9d67883afde71b34c4138f9507fedfc	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/8aef2927-82d5-4534-8edf-ba4f9906d692.bin
kn	en	1.0	model.knen.intgemm.alphas.bin	17141051	49e8d3bd794b098047f7b177d9d0e6d3e49ac798c2b75bc132149cb46c5bfbfd	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/28129f02-9fcd-48a0-9b19-ec1a6184e6b0.bin
kn	en	1.0	vocab.knen.spm	1065636	d729397a42dba5801f330927a9956527161d6e0711b59fcea7cd2e862e6f36cc	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/0340bd4a-7eae-462a-8593-9f4d7c1321e1.spm
ko	en	2.1	lex.50.50.koen.s2t.bin	8617516	b26291f063ce216a74239275f0485534a38111203e59d42a2a56ba62d6eeb196	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/66a51334-41dd-4f08-bd22-6016035d6904.bin
ko	en	2.1	model.koen.intgemm.alphas.bin	43977787	7cb30cbc0a86e242084756445268a2346136771c92b884d9b4ebb077f67d5507	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/bf6d1f85-351f-4934-934d-8a7b0d118270.bin
ko	en	2.1	vocab.koen.spm	1410063	1c72b740ab793cdc3a8f16913dd6b4e806c77421077dd2d85edeb7be38418598	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/409950da-3a7f-4a0a-bd3e-9f655d7150eb.spm
lt	en	1.0	lex.50.50.lten.s2t.bin	4724124	f687821f4074063031b7857bd61232b4ef520f3cbac5a80d59993b27bf10a032	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/0904ba86-3d64-4fc3-bc0b-89bc13fdcb03.bin
lt	en	1.0	model.lten.intgemm.alphas.bin	17141051	0aa4571ede6f68db2f14d2662875b4d2e6323aeccd75e3b4377ab9072a22db70	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/6f262eca-064a-4e8e-bf19-e781ebed1edf.bin
lt	en	1.0	vocab.lten.spm	807623	df3c6b7e9aa74ab4cce9f4ec73a44aac80be05fcd41ae55198a92c07c5ee3109	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/e2896132-a89e-4668-a9a8-1242a04c7a32.spm
lv	en	1.0	lex.50.50.lven.s2t.bin	4214476	dff852d317f80169899e2e1132277cf922fa7a117b060e09a14dd19c0e1a02b8	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/b6c1f16d-1118-4e74-93c5-74dba239fdbe.bin
lv	en	1.0	model.lven.intgemm.alphas.bin	17141051	7a96dd363ae9b4485aa254ddbff042223a565a20bfe5ba0ba29b94d8ded0406a	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/31ed537d-a1af-41c6-86c1-559a6ca39c3d.bin
lv	en	1.0	vocab.lven.spm	815278	585a265757c071f5694d1bb7e65b73f38b1d065a62cda61510fa6c54fb87d2c9	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/25768d10-79e1-438c-86c9-255a69f42d73.spm
ml	en	1.0	lex.50.50.mlen.s2t.bin	5017972	afb882ad10c9540c12fa105e1e5418a54ec8117f11c4f17d998adf1d445e308c	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/53ebac17-738e-4ba6-afd5-064970cd66df.bin
ml	en	1.0	model.mlen.intgemm.alphas.bin	17141051	5480719a5a8ac43acdf28db1c89a4d60837a475e1120ea0c4e021c4d5b7e6fd6	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/be6246b9-49cf-46a1-92d2-83c7d773c90d.bin
ml	en	1.0	vocab.mlen.spm	1109047	c6b2150c85a18cae437d4e7245ef29d4b3629b2c611fce812d115a59c3b80efe	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/2e851d3f-883f-4d3c-9e7b-227eddea2d83.spm
mr	en	2.0	lex.50.50.mren.s2t.bin	4534544	27e8cb59d07bc1043a4b61ad7e15c2ce7b4c6aedc54cfe02514b4ad606f7c649	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260824134652--14e7c8bd-9cf2-4768-93bf-834c3fdc3126--5b789f01-3b95-48df-b621-a531cffd4b4c.bin
mr	en	2.0	model.mren.intgemm.alphas.bin	31561787	7e4ce4102d159b1d0154193859ee36e26232ad6b1bc656fd9de23ebf530d67b0	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260824134649--ac45fdc7-c614-4e85-a69a-decb526089e8--7fb67214-6c8b-4429-a8ab-17f7323e09b7.bin
mr	en	2.0	vocab.mren.spm	1009482	1dbe32811a6f1324bfdd9a0e0fd919730044ee79b59f24b3f36f3e07c69a06ed	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260824134642--55581873-6baf-4f00-87f8-e87c904e94f9--2477e0db-df20-4ab6-91aa-4df06bc084c1.spm
ms	en	1.0	lex.50.50.msen.s2t.bin	4371896	1ef575be54a310eeace84c52e609f2a8c292f3c4b170376ee6ee3524c0c30316	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/f314012f-a5f4-4b7c-88db-1c037318dfd8.bin
ms	en	1.0	model.msen.intgemm.alphas.bin	17141051	db5c9415591f8a35c5c72046227b9c9398acade5df8afb5e6ac9f11f7d6650d5	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/d15b2c97-ea4c-4ee0-b8de-19550aa55401.bin
ms	en	1.0	vocab.msen.spm	802191	6db8c20803d5f9c9fff2b6c3950f5bda4a9fa14aaef1d92818f8a3d53fd850f9	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/e8f368ab-7594-4357-a0b9-b22e92431d69.spm
nb	en	2.0	lex.50.50.nben.s2t.bin	4517876	cc07976874c905e859918be71d3fe993c9ec8696d986db2418bb1a16ff4ea500	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260522193036--b74a4188-2902-4975-a9ca-1727443e2fc1--9fe22488-5d86-4cea-a14f-9d461a2b2ce7.bin
nb	en	2.0	model.nben.intgemm.alphas.bin	17141051	00ab7b969156f6c948be59dad4755e47a24eeb31aa39f02f1de7bce43081cc2a	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260522193045--9feb1537-4a06-4fe2-b680-186a24793b29--0963f0ba-1574-4da9-aac8-ae8ae8a3ff3b.bin
nb	en	2.0	vocab.nben.spm	802367	23eb1743070efac5a447f4f72aafda69b1985af272cece85a2f0bb08e6fcdeef	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260522193032--70cbb53a-bdad-427b-835f-86aa7bae1ff9--783b30c6-7de5-4b7c-b434-896416277f4e.spm
nl	en	2.0	lex.50.50.nlen.s2t.bin	4862412	811ac8f9dcbd12706e2d73a7057a7bbe6b9f0607d15170ffe9439977e8229b41	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/42bce52f-f0bf-4771-82d9-507af6aed9db.bin
nl	en	2.0	model.nlen.intgemm.alphas.bin	31561787	ff987741ff15a5d94fff16cbef28f2b0a85a6e9547d982fad60ac09d16d11270	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/71841772-36c8-483a-a3a2-4564aa55aa7d.bin
nl	en	2.0	vocab.nlen.spm	807708	c09588ca5662b230ed65bd39a07f58d9f7dd21c3a19e4aeb1bff39bf3b297c56	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/fdbc9d1b-0246-4405-a57f-28fd41b734f7.spm
pl	en	2.0	lex.50.50.plen.s2t.bin	4964208	b295dfefa7022a62e105276e8c39fdfd67bffe588f4fd78583edd4e04ee0cb3b	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/9a072be8-d900-4062-a2ab-c53c8eb8e619.bin
pl	en	2.0	model.plen.intgemm.alphas.bin	31561787	06dbab3baa3bbceab746bc6a3bba807878f38536382c03acddf59d3edf3b5d94	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/dd8a7ab8-b12f-4ad4-8827-0922510df232.bin
pl	en	2.0	vocab.plen.spm	821612	2000f182efa8ce5f69bc3f9e574666b5bc2c0af684eedd32f69d15aa9021ea85	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/47b0f4cd-7d3c-4cf5-b7b4-0aecfbdc51f6.spm
pt	en	2.0	lex.50.50.pten.s2t.bin	4634492	2685d8b6530be92a4db4cc61f15a097eb114552be15cb6c1699e9d2d99d24470	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/3a6531f9-2ab9-4164-852e-29d5242ceeaa.bin
pt	en	2.0	model.pten.intgemm.alphas.bin	31561787	7b854f1ec5a485dd33efd7c1bc01dd7d5a57f566957c5e47722af333f0ce9157	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/6a2cb71f-cf08-431a-a4a2-22e450750408.bin
pt	en	2.0	vocab.pten.spm	816726	d9f46182823d5bbc84201252b2dfcac28f63e561f0ec827ed858f241864c9def	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/9f79e7dc-18ca-4ee7-ad79-2935e46b7d9a.spm
ro	en	1.0	lex.50.50.roen.s2t.bin	4691708	d242745eadff6f345784fccf1d58046061501b28c8190ba5912a9da5f056cd2f	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/6661bfc3-fd0e-47ae-ab65-4c19adaa5ab0.bin
ro	en	1.0	model.roen.intgemm.alphas.bin	17141051	e7542557fc6dbafacddae7b48e67fcdb07bd67b3fb55a76139edf366eca5dbdb	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/5e717d94-7c4e-4fd6-af34-63e3c29682af.bin
ro	en	1.0	vocab.roen.spm	800832	2a690fbcd1b79bc9b99c43d582252720e0900245c82ecc813c8eb05cf063fd0c	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/6cfea415-f0ff-47d7-ac93-5450bc92f0aa.spm
ru	en	2.1	lex.50.50.ruen.s2t.bin	4397908	c944e753f298bbdf6506388de7257fb48cbd12c83e2807e2c284fc323771895b	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260901210100--fd808a7b-0081-427d-83a5-7043bdd97a87--215ca362-0436-495d-b89d-542187b696cb.bin
ru	en	2.1	model.ruen.intgemm.alphas.bin	31561787	aa0efa194b3dbd2da129ba0b8db8ef139126cb0914e57072f62061294746f1e2	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260901210056--9781ee2a-d15e-4fe8-893d-687193373fff--37b65106-c6cd-4ed2-a28e-3acd72725429.bin
ru	en	2.1	vocab.ruen.spm	952371	de8af5f87e231ee4016cec4bb482e6b584cb1ca34dcb624fc7b8398f25bb35df	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260901210058--222363ca-4a98-48a9-9162-65acdffc2572--ba370dc8-709d-42cd-b68c-83b912bd3e38.spm
sk	en	1.0	lex.50.50.sken.s2t.bin	4913324	18577a7ded6b9957c948f2a384683f7ce09def42336c8141eee7ba86b79e2c8e	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/0bd69a2c-39d7-488a-b9e0-38a37a6f9d75.bin
sk	en	1.0	model.sken.intgemm.alphas.bin	17141051	1686f94838ace314719e945606a09a66dafd40847dd3fd352ad3f7a969aac62f	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/280f0757-15d3-48a4-a67f-4af2d3f6c963.bin
sk	en	1.0	vocab.sken.spm	808082	7d25655bd15f34d77db5d2cb96a51c7943c5528f37f83b677a09bb0ea4e4f59b	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/9082a61c-aaf0-4c44-a8df-1388c5d2de5d.spm
sl	en	2.1	lex.50.50.slen.s2t.bin	4320484	f456a49e437ccb4a547e4b51480e29c8b83f11e26a3713af35b078cd4dd255cc	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/fdcff854-c547-423d-bc5a-147e1da06ad0.bin
sl	en	2.1	model.slen.intgemm.alphas.bin	31561787	9d15df58b60048366de4f7b6e727157ffdaea3a0fd1c1759ce232b057e2f991c	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/19d1f495-2dda-4dc1-829a-b463f38624ba.bin
sl	en	2.1	vocab.slen.spm	803078	54ed331d3435e2bdc5b02462180197b77631f466fc0e61897b5469449857dd2b	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/696fd002-1716-48cc-adb8-b9dc5f08c2a7.spm
sq	en	1.0	lex.50.50.sqen.s2t.bin	4256516	b2f51df0bc14b9f89a29d39652a80167ef413eb1579957ecea825cb0a7575c60	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/5b825230-e17e-4749-baf6-b9bbdc0e95c8.bin
sq	en	1.0	model.sqen.intgemm.alphas.bin	17141051	4b0ce319e7c8f7e1836ce18cb6522c83268e8cff54f2a7f5dcef270250a44475	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/73b13241-a205-42fa-8c9d-5b362bf6bc43.bin
sq	en	1.0	vocab.sqen.spm	820200	6b7ce057b54ed983eb47087254ea8673e20a857739fc5b57874c80c3301bb91d	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/2504afd7-d9b1-4a11-85be-2162c0bee6ea.spm
sr	en	1.0	lex.50.50.sren.s2t.bin	4628048	476d9731a1fd44811466abf2292523f11eaad57f0fb7a5cd30391e7720c7071a	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/89668816-671a-41d6-ac59-81b54e34b63f.bin
sr	en	1.0	model.sren.intgemm.alphas.bin	17141051	99c44e9690a7ed2c1f13468765c3b1db2b8a8ae739980e4056d45dca613a1966	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/d3adb13f-87a8-4abc-81ab-af4f77f0f478.bin
sr	en	1.0	vocab.sren.spm	822509	5cdbad076c8f5b11e3342f5011e9f56f22558523ca82aec9bab621ddc7614bdc	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/2e72e9fa-89d3-4961-a491-372c8da0e02a.spm
sv	en	1.0	lex.50.50.sven.s2t.bin	4645680	1c4640765e806d905cdc4f51158f6f869c78709b9e8a43070877965fa13c160e	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/346b91bf-2540-43fa-a7d2-684e02f19252.bin
sv	en	1.0	model.sven.intgemm.alphas.bin	17141051	92d79e2725718b84aed486473bdfcbe6bba3e7094922d4bead8a121cfa346372	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/c9320d7a-0b85-444f-8b8e-4b83ddf86cbb.bin
sv	en	1.0	vocab.sven.spm	793049	93427195fac4125722ed778707478ef78cb77b3fdf1ed5b93bee9fd36e30a8ec	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/60d6442e-ef60-4074-b1b3-330b916d619b.spm
ta	en	2.0	lex.50.50.taen.s2t.bin	4940884	2eb77117d9997984fe700c386126865a6ca951fcfb78b3c29b2921a6a770d63a	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260715140619--c8ee9a68-ac2d-4a2f-89c3-8f93c8537f37--4fc5a810-c260-48b6-b93a-2199877eb76f.bin
ta	en	2.0	model.taen.intgemm.alphas.bin	31561787	5413fca6c35cd9c50157df1ebd425d6ca02713bfedc1ba7e5fb3050a437b13b6	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260715140617--f0e86729-368b-429c-b36e-c694bff13b11--7d585df8-e009-4b2b-a203-4fb5d6df8967.bin
ta	en	2.0	vocab.taen.spm	1104678	5ce5f840335d9cbbbd76ef160ee2566ebe239d820d66a827996f40dd01467a92	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260715140611--dd913371-ad2b-4faf-bd87-6603acbe5b93--863f06ba-b617-4a8e-bf03-23c4c336e750.spm
te	en	1.0	lex.50.50.teen.s2t.bin	4815756	5df84ca17e4cc76a73ef7d93f94f53a89f37a11a456f2b6373ff19c4ce4ef964	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/c704f4f5-2b2d-4874-8022-8046f8962f99.bin
te	en	1.0	model.teen.intgemm.alphas.bin	17141051	e2ec7b13ba6148eba309244ee17dc935f1b71e95bbf57154216f6247877abb7e	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20200b20-2ee3-4fc4-ae89-52e045ebdad0.bin
te	en	1.0	vocab.teen.spm	1056197	dd57e1d68316ae32f9ba3f77223f317ce39cd1ef72e69e6b06b7c1d1ba954052	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/f06f79ff-a591-47ef-aa99-4ce0dbacc222.spm
th	en	2.0	lex.50.50.then.s2t.bin	4487056	3a7661a7f5c811c83f05f53008083b042fea0334fc6044ca1fda4982a8d48453	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260522193112--cc62d282-fc42-4465-b72e-911466f813f2--3bb43596-e613-4553-afc1-ea0cfc1215c0.bin
th	en	2.0	model.then.intgemm.alphas.bin	31561787	f70a501324743668b031bee19cd001a66839e8e5dfc0b4a1c44d5ea99d4e8d66	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260522193109--d9494dd9-d382-4b84-b600-1445bbb07847--7bfb305f-f514-4d81-b390-f8bc76b5b461.bin
th	en	2.0	vocab.then.spm	995429	b625d3dcdfa2b4bbec496c9a0a30d169c917464ac5ea75506c0699972fea95f0	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260522193057--0dcc1a4a-ca77-43fb-a034-ebc94de8f247--73cdb249-b2b2-44f6-85b4-cd3a2f8c5607.spm
tr	en	1.0	lex.50.50.tren.s2t.bin	4662492	d3374ab5267a73ee1aa1d926a298bd349426835f40856991ee959bc5cd4f9fce	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/0c8e7a90-9172-4987-aab2-ed027e0ff3aa.bin
tr	en	1.0	model.tren.intgemm.alphas.bin	17140836	bd18594ac5a7f1d9997e7ea5bd80272082219cf8b1ce604766e4f207eb86abbf	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/553d0a23-6940-49f5-8b2e-155b08897db7.bin
tr	en	1.0	vocab.tren.spm	811353	ed328e589a3ccd70fd3ce7773fc3c01d8b7b18c687464cacf17fd40a8c0daadd	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/b99302c1-af69-4781-930f-d8dec82b8ec9.spm
uk	en	1.1	lex.50.50.uken.s2t.bin	3914120	32b5e0df493671a223cb5cb32430181cbb7fe6b5562c91dbc3d35410d37e5ff6	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/3e01a41b-9384-4bfc-98b9-031df4f9ee5e.bin
uk	en	1.1	model.uken.intgemm.alphas.bin	17141051	2e7b8bc9d2569d8b4ae244e964cdc343a0aa3735cc83ecb664be84a37cb45f48	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/31e03e41-af47-4de2-9420-f6fd206e0114.bin
uk	en	1.1	vocab.uken.spm	886410	8b51480dfc4ca2d7a08d2bfdaa9e57353ca97e6cf3d5f9aba4c0179d3665bfc0	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/3155c3f0-b486-40f3-bfdd-1b3b734cc171.spm
ur	en	2.1	lex.50.50.uren.s2t.bin	3518528	afe891a57dc54974e322fc30feda41f32b5d7d2697a03bfc649dac5e079ae81e	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260831143630--7c19cc5a-014a-49e5-930a-7aeeef0267ec--ce6bd093-a844-4185-9ed9-ebc886ea5317.bin
ur	en	2.1	model.uren.intgemm.alphas.bin	31561787	4915518d1699fb72c390603605d3ead9fb87a8c2f70092089a27df22a7c540d0	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260831143636--c80e0e9e-11b8-490e-ac35-885ebd75bf48--44e5d656-3384-4e3e-9705-25c3a93e1e8d.bin
ur	en	2.1	vocab.uren.spm	843115	48304e0f0e30cd69a0d50f0fc61ba6ac2d75f86bab70d7ee59f7af14099e2e28	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260831143637--71d7ac59-e756-455f-aaa7-e09b5843a52f--612d91b1-c6fa-4dd1-a4e4-a38aa338e874.spm
vi	en	1.0	lex.50.50.vien.s2t.bin	3910184	3a071ed3d982f6eb6ee116b84067bf70041e4229e43ea65ecb6d7c2796e8851b	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/32d8a39d-acdd-4511-926e-b106875ae125.bin
vi	en	1.0	model.vien.intgemm.alphas.bin	17141051	de4bf2b9ffb4d910e32720ec3a43655fb6f4062ce5219332f824fc1bdca7a5f4	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/ac5d5553-78cd-4b5a-846a-a51c07f148e3.bin
vi	en	1.0	vocab.vien.spm	757250	cb152765d1e71ea3cf96fdb339c764b7201be7b9ab32e20cfebcf16a20fc0939	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/e182522d-4844-453c-81ba-7360522f7c1d.spm
zh-Hans	en	2.1	lex.50.50.zhen.s2t.bin	9219192	8524dd4c93ffd7f0ae7be32f77a7c14fea7cdbbebe34ea6ad0ec368d5ddd8b13	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/ae5f53d2-59ec-4aad-944d-999e50d6a65c.bin
zh-Hans	en	2.1	model.zhen.intgemm.alphas.bin	43977787	5cd149601802fc8a18124a1c1306144dbbedc058630c4ddb2d53aa76fa9c7c06	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/715efbde-c974-4696-981a-83c0c5f82ad5.bin
zh-Hans	en	2.1	vocab.zhen.spm	1359697	dff594318ab7d8b7b60b844ab98ebe6b932ae8045fab15235404c787715965b3	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/17ff5d42-6d4c-42f8-ad3c-b8042b5bafa7.spm
zh-Hant	en	2.0	lex.50.50.zhen.s2t.bin	6385944	aa7daf6cfc85c0cd2c10e2944d66f6da55497c9c6408789f3adfded4074c2fb1	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260522194215--6c386193-432a-422f-be5f-3cad0977e52b--a52e4a54-5f80-43ce-b873-1bc792ec1483.bin
zh-Hant	en	2.0	model.zhen.intgemm.alphas.bin	43849787	0aee91790894458f5d367551f6edcd4c9cb97852c34f221bcbf9f4701ebcf0cd	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260522194230--6ca6db97-6bce-4110-981f-350e15965675--8323efd2-43e9-4886-9f60-35870d1744ea.bin
zh-Hant	en	2.0	srcvocab.zhen.spm	769669	5cc6a76611dbf86219f109141533606b15ecb34eee83673bb86b2c16b14734db	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260522194213--ad6a9ed2-06ed-4c72-b6ba-aa4492bd582f--72fab356-41da-4bd6-a22c-aa5456ba3ea1.spm
zh-Hant	en	2.0	trgvocab.zhen.spm	812572	7bf002db37c10d3b114cc5588d7fdcb16c57d0fd1e2c34354c22cc9f0b6c3c29	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260522194217--5e1d7df1-80a8-4142-ae9d-0ff51b8c2fbc--5e39a274-9805-4d87-a950-39b3d95aac93.spm
