# from	to	version	name	size	sha256	url
af	en	2.0	lex.50.50.afen.s2t.bin	4082680	c1df823cdd116180ecb8c22b3a76e8f6cb7d0eb9df55363fa2f826e5c194134e	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260831143425--ecb42e11-64df-4f45-9416-d328a21cc8f9--359df2ae-3ec2-4d87-9e1d-6aaa1741cd16.bin
af	en	2.0	model.afen.intgemm.alphas.bin	31561787	d43baa7ab565a6cdc2bc230a4ab6fcaf7b4a871e53e42cc7128e55871ef36086	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260831143421--c2855f70-93d8-425e-a3de-75076ae8f8fe--bb7dcf31-5fc2-42ca-9d23-02185b3983ea.bin
af	en	2.0	vocab.afen.spm	809319	b103314260d3979df36ad51a51095d81f5b306619a2543451617959822edacda	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260831143423--f2e6306f-edb5-4437-9b5e-b39058031644--62d1c1fc-9f29-4728-af8b-952b6357ef20.spm
ar	en	2.2	lex.50.50.aren.s2t.bin	4627200	4b45f14dbea40d368093a13563fc1ca48457ee70c1291c82b206f3baff210081	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/856e509e-56c6-4b05-ab20-acd66650eaf0.bin
ar	en	2.2	model.aren.intgemm.alphas.bin	31561787	7b7af0282dc5f4d8805b9a298c2fa828967e3f09ca10f1942ebeea0b2cfc12fa	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/d66f948a-452f-45d4-adc1-e9cb9acb8766.bin
ar	en	2.2	vocab.aren.spm	860035	51b4ee3f828d10015464523d0b4f5a6c086b0b2a9bde716a581001cf6c260366	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/2dc6ab68-1f3e-4149-9c7c-d3dc1e6f70c3.spm
bg	en	2.0	lex.50.50.bgen.s2t.bin	4355920	e661dfdd88aa9ff9606f237a60c910d97c2e710960199589579f628c5d8aa899	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/bb8b98f9-8067-442f-ae1c-d21a7182bc4d.bin
bg	en	2.0	model.bgen.intgemm.alphas.bin	31561787	78f7e6e1435cc2d4a29cf597f493187fe29ddb9ce9d3766c287e2e6d37052d01	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/97fce537-11f0-4af5-a558-c314c9d25d09.bin
bg	en	2.0	vocab.bgen.spm	922482	4bafad5fcc0e771ed82233d1e99d69dcb96487b430702f7e688615c8a61f3df4	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/747b9ae8-c42c-41a5-913c-704fde180308.spm
bn	en	1.0	lex.50.50.bnen.s2t.bin	4793596	aea901a6bd8722962551c0349b8570af684444028b62bbff465be9931e6e9800	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/884d5a04-b0ff-4dc0-ba3d-efc1c57d1765.bin
bn	en	1.0	model.bnen.intgemm.alphas.bin	17141051	14c1d9e92918e8d04cb0ed351ae386c3b5d5c62a6dc601d9515f4c7e6c2a3a56	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/6c82adc9-494b-4224-89c5-ef33c10ea569.bin
bn	en	1.0	vocab.bnen.spm	981300	8a6a4de992ccd47bae4227ec6420866374137d6cc88ed6e8b2f16b36322a9d37	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/06c324a2-85e3-40ac-a03c-77cdb486a19c.spm
bs	en	2.0	lex.50.50.bsen.s2t.bin	5155408	dccff06320cb87aaa6f93c246038b453d0d0c6f47fa3acd1162f104ac6a2c43f	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260522192433--2f4eb0c1-96df-44d5-b7f3-ec52d6d3d2f2--a1272b36-31bd-41d8-8159-994ef0f705e0.bin
bs	en	2.0	model.bsen.intgemm.alphas.bin	31561787	744c61ec0b987c44717f192fcebda7c2a1ac34f5cbfb56672771d28ff79c82c7	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260522192428--78c62de4-11e5-438b-a1a9-9c0b4eb33192--d7ef50a6-9c81-40dd-be96-e5411313a545.bin
bs	en	2.0	vocab.bsen.spm	817335	320561e2cef014a6d626a64822add3a387c91f609f23ea3b7f421d194075c14c	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260522192430--9d59f62b-d702-494e-a121-1c7c11d4345b--7a64c16b-712c-486f-88f2-58d9eb870dae.spm
ca	en	2.0	lex.50.50.caen.s2t.bin	4359552	74880047539925630601d61aa6c29a0672046236ca6cf33eeaf6f6f6690e914e	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/99f40b15-343d-4210-887a-7c4388156868.bin
ca	en	2.0	model.caen.intgemm.alphas.bin	31561787	b7f9c70823052f60c257eb1c4eff893abea3648aa9d1c23c8774e1e5ef061434	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/4b691a87-59f0-46e1-b609-fb6d687199f2.bin
ca	en	2.0	vocab.caen.spm	810273	6d22da90905873c2793d0805e34e5c27901b16e7e7a7a427696696f67dfe1f0e	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/2a2ebc69-f213-4c69-8721-80ef9e6bc2e9.spm
cs	en	2.0	lex.50.50.csen.s2t.bin	4990588	eba6bd9575251525f1941640ea0b6527a06e72a46421579eafea04d635ee20a8	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/5041825d-9867-42aa-a7ed-633b23912956.bin
cs	en	2.0	model.csen.intgemm.alphas.bin	31561787	c815273b31074492eaab0ccd78d33d7ac16f94088707ab2492abaedcb9ee0b75	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/23af171d-0de1-4d96-a495-c9aa5a0b503d.bin
cs	en	2.0	vocab.csen.spm	815154	ee4b8ce15c8e1237c5f7a2d04741341beb0a5d5c09820f7ec08f13ee2b212755	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/862ea69e-6c5e-4a6f-91a4-16d797f8c8aa.spm
da	en	1.0	lex.50.50.daen.s2t.bin	4489412	e5f50fba646e0d3cedf2957575aa84c3bdca6798ce32ccd63c956fc043d774a3	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/f5eb2acc-9170-4ad6-9251-019dc107692a.bin
da	en	1.0	model.daen.intgemm.alphas.bin	17141051	2c1ace24220c905404bbb1de14bfeda8a391ef8d6c56f3b193a9d3e340d99b12	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/80b27539-da6a-4e69-90b5-138975866a2d.bin
da	en	1.0	vocab.daen.spm	796018	b9392fcd9c53b802628d33a160f6eb52ca3d25a07ec9e015ab93b6bd5c7e8033	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/492756d4-6932-4465-9ebf-dd402fb2e487.spm
de	en	2.0	lex.50.50.deen.s2t.bin	4945796	113b98460468360cca68c042e1cddf49c4e1931cbb975ed04349c9a3bd607010	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/d0e4efcb-6145-43db-a69e-568904cc2925.bin
de	en	2.0	model.deen.intgemm.alphas.bin	31561787	3e6f7c2c2425d10824797270b382bee718ff34af2cab9308841c82ca46dc6f20	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/f44b1b1b-9df6-4ece-971e-0e5ce96fae54.bin
de	en	2.0	vocab.deen.spm	810073	69f730becafa48e3bb2c244eab66456877c08959a02f2bd5519b5a3088b62f9c	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/8ad4d93e-21e6-4862-81d5-c1c3a7d0767b.spm
el	en	1.1	lex.50.50.elen.s2t.bin	4295860	2c969b069b3d230feddd17db2d74eb658a9b33b960d2d40adbca5496c9784e85	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/2a3b9057-540f-480b-934f-60e0833f0b87.bin
el	en	1.1	model.elen.intgemm.alphas.bin	17141051	0a43c3716156061494d995d0c88113e789f8d919e0c88a15bc1ad360e0482a8c	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/027aaa60-3ef8-437d-a9d2-fb6b801e72a4.bin
el	en	1.1	vocab.elen.spm	894960	e1a1298cc2cf3968f3d7cc3b36bc463a4e1bf154272e8fb2f15142b54edc4349	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/423d004f-9f48-46a0-b320-1d8456cbdc63.spm
en	af	2.0	lex.50.50.enaf.s2t.bin	3193340	591e3465c6e5e8920e911cae36e1d92c61abe92b2d5ef9bf2f1d8b5825bba20f	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260831143334--a5b4cc20-b5f5-4af7-aaf2-604612bdf57e--9c2f64d1-8eb1-4dd3-96d1-aff79842bc26.bin
en	af	2.0	model.enaf.intgemm.alphas.bin	31561787	afc1dcb25774e61f513fe722e037744a18c23063ba799bb01f5cdec5cc79b502	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260831143343--ff4582bd-2cc8-4b84-856c-c34434d8c376--bf1692b0-711d-4a8f-a4bb-6dbbf570312c.bin
en	af	2.0	vocab.enaf.spm	809195	8d19c43df2142696227eb3462c6693bbc8c62cbd47b9a7372f86df2698864438	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260831143345--ec36146d-a3db-4fea-a08f-b9af89bd9789--2a0374f0-4539-4477-ad1e-642dc951f217.spm
en	ar	2.2	lex.50.50.enar.s2t.bin	3139692	2b7194817c5dd9225ca90c0d908cc92e1d6d1f45625781a5feb037ac568d6a61	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/d821aec4-485b-4747-b643-6e63cda5117d.bin
en	ar	2.2	model.enar.intgemm.alphas.bin	31561787	ae659d7045fc2e5d6ba50583586a5d94ee4358d92c019847e37b57a0e627faa8	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/e282aa49-a77e-466e-b1b7-f98f34a9ea58.bin
en	ar	2.2	vocab.enar.spm	863591	8d93c54aa5e2044c416ec680b5ff9af0227bd698521666e8b1a1ea1b041fbae8	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/793d9667-7929-4375-855d-96bbed2f113d.spm
en	az	1.0	lex.50.50.enaz.s2t.bin	3332384	f87f5de2674cf48562df60843a658e0000bedfd75aa8ffa5e251e2cb1321f255	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/8b7460cc-c1d2-47cb-8fd0-884d7f16d6b0.bin
en	az	1.0	model.enaz.intgemm.alphas.bin	17141051	9c87aa09ff4f81c320993fe412624ca3584fe9ccf5371247d64f1117dffcf168	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/caf9be8c-0650-4f5d-b353-1e20817c91db.bin
en	az	1.0	vocab.enaz.spm	835729	afc1f4d7d20cd04addd3bc605acfdb83afbf62fb76d1a6bbc94cf42bf0286108	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/c4842ab3-371d-4752-8d8c-9a54ed6944f7.spm
en	bg	2.0	lex.50.50.enbg.s2t.bin	3075948	93d4ca4412db269cc4164cbfa04c08edd0f65690c8264d6215a0522d4a13ec1a	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/934075f0-9235-4921-964c-3de9d19d904b.bin
en	bg	2.0	model.enbg.intgemm.alphas.bin	31561787	e2b30db98ac6706efc893067a74e51f36f015a8f820fe8a4f0f5052fa6a22f30	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/d6370002-bed8-4add-bf86-50f1ab67e6d6.bin
en	bg	2.0	vocab.enbg.spm	922482	4bafad5fcc0e771ed82233d1e99d69dcb96487b430702f7e688615c8a61f3df4	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/a8ce512a-c98e-4ec3-83f4-10b1b91c75c2.spm
en	bn	1.0	lex.50.50.enbn.s2t.bin	3207488	74ad4234a0a9cf57b21d99b34fefc14f7c731d7e76da7940eb0155c13a234b5e	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/e9b2433f-8399-4384-a6e6-6fd503486072.bin
en	bn	1.0	model.enbn.intgemm.alphas.bin	17141051	b63c8d5f8fdc1fcb8bbb2d20c751faab94af67ee1822427665119c93a11f6596	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/9a2075cf-632f-4ecb-80ab-3d35a0e400d3.bin
en	bn	1.0	vocab.enbn.spm	981226	8895bebb290adc2a5ef46710d81be13d341883a8c6c233e0c060f968df0deef4	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/63327f5f-9489-4757-a90a-a0f2b43f78e1.spm
en	bs	2.0	lex.50.50.enbs.s2t.bin	3214628	6847523f4d5df9425cda606e73f404c07e19452dac7659bdcc92743c46cba3c0	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260522192529--bc21738d-bea2-4e66-bc44-e61cdf5e396d--0682af00-d069-4865-a5fc-e4871dec96b6.bin
en	bs	2.0	model.enbs.intgemm.alphas.bin	31561787	27575113fffad6c45a0bad36bd1823c4f319ed30f65ec134815b67bdae0d9f8d	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260522192526--41a84edd-7e70-4a36-ba50-0f544acfb51d--f2daa80a-0ee1-4e4e-956f-f89b512c8e2a.bin
en	bs	2.0	vocab.enbs.spm	823444	dfed9c3e08e85a22feac7748a20fa981dca94f358115af2f45d704b9cc944cc8	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260522192531--fa88b6e0-55a7-4b12-b71e-5c1c6f29d23a--c3539411-be49-4b90-a2ac-79db102c8bc0.spm
en	ca	2.0	lex.50.50.enca.s2t.bin	4344092	8f2151a7fb75454f5167a8df8758ec02ab02c0302893851bad7caa6b729822fb	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/d2065bc0-e4bf-4810-a0cf-a0cd1163b3c0.bin
en	ca	2.0	model.enca.intgemm.alphas.bin	31561787	735881c99ff303e55eb2e92a3b86762523d5dd1a4797b2574b851062051426ee	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/deeec29e-faaa-4273-bef6-2827edf193f6.bin
en	ca	2.0	vocab.enca.spm	810653	64ebcb5f6cb5a954ced615e48a44a85e77a644e4910544014b299b8ee0fa1b1f	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/6f3f4782-5c23-4f61-bcd5-3234441c59e6.spm
en	cs	2.0	lex.50.50.encs.s2t.bin	3572436	699b9b59fe3acbcddf831380024b2e139f2cbe225dce96d59ade2b159318f58b	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/0b6ddbc2-b4cc-45a9-b2db-fe9369ad2064.bin
en	cs	2.0	model.encs.intgemm.alphas.bin	31561787	1d7855f91c3e2b8ef79fbea62707d46ceb8a1ad01834ef6dd500f32a7006cc2c	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/6dc79644-4994-4816-8d12-418b11df69ff.bin
en	cs	2.0	vocab.encs.spm	815154	ee4b8ce15c8e1237c5f7a2d04741341beb0a5d5c09820f7ec08f13ee2b212755	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/008ef5e3-4ba0-4d97-9dd6-5898c7348e28.spm
en	da	1.0	lex.50.50.enda.s2t.bin	3864788	d183786cae59a5df06d5b00c58e3ec2a5791d302240a65540fc6a1da2b66eada	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/3ef0b3ec-7989-47b3-affb-7098159745a0.bin
en	da	1.0	model.enda.intgemm.alphas.bin	17141051	0157ed1162dd5a7a0fc6a3cc86014ec21cb47a8febf77164df24d8921270bb29	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/b832f3bb-5961-4c78-93de-509b9c750abe.bin
en	da	1.0	vocab.enda.spm	795349	b06349522bf053e4a6f01efc4d1450e4fe35717a938a82831988c087229c9619	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/8dbcff2f-5e41-4163-adc5-5e5caea9b675.spm
en	de	2.1	lex.50.50.ende.s2t.bin	4347672	7ed39f1cffbd68a27ddf05bbfe068de2060f1d7e69f1a20e27ae923551dd7393	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/bc072b1a-7749-43f7-9fe0-34a6dff10c4a.bin
en	de	2.1	model.ende.intgemm.alphas.bin	31561787	8df29d9494d19f47fd5d97c6a73474c6f657e9f81c1a607c431d02befdf3810f	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/23db71e7-b6d9-45eb-a47d-0290d7d8ef63.bin
en	de	2.1	vocab.ende.spm	810073	69f730becafa48e3bb2c244eab66456877c08959a02f2bd5519b5a3088b62f9c	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/261225ea-5a52-455b-981c-7d09c6e6da3c.spm
en	el	1.0	lex.50.50.enel.s2t.bin	2856724	c2acd9241eb8a1e5b13a43efa5723628839d6e3b3dc7b93e2f20990a6ab81e24	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/73568803-85e3-423a-8fb8-7f755a6ffed2.bin
en	el	1.0	model.enel.intgemm.alphas.bin	17141051	724b358d399c6b23444de36d76e9e2630c7024c29d9e617323b820a11631535a	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/26dead91-e46c-442c-85d0-a6fe13fad55a.bin
en	el	1.0	vocab.enel.spm	896168	0ffc5569d7f400f03539c5fc3e28ff35f1d0381eba0ec866c44aef0c26f3ce5e	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/79a76f88-a4c4-4b1d-b726-15c6a60bebcc.spm
en	es	2.1	lex.50.50.enes.s2t.bin	4198436	7d51237c0a07027dcd61643cfbbb0f8c48597d19907ef53d2cae9d6bec2cf25c	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/1834a61e-0331-4c4a-bbc0-dda02afa8188.bin
en	es	2.1	model.enes.intgemm.alphas.bin	31561787	3b1c399511c01c84c36fae5c0524df44096288efdc8236e182b5c97d7ad2244c	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/a4ba0e94-16de-4058-9a44-5bbbbb3c8640.bin
en	es	2.1	vocab.enes.spm	816054	5ae254fa9b15aa182e70fd2a6186b1333c63a29a48043a9224c6aa4fcac058ad	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/170634fd-511a-4a28-b723-0a1025c67feb.spm
en	et	2.0	lex.50.50.enet.s2t.bin	3488368	259c60582f49449c226a6e5a369481c68322013f367e459e54c595686c05d4d8	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/074d0851-cd04-4494-8037-ac14bab5663c.bin
en	et	2.0	model.enet.intgemm.alphas.bin	31561787	36bdc87f8d500861a5d286ebd3ea58df530da87e31b8a233f5e9c46c300c281d	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/4c2378de-a52b-4773-9f1a-73ca396520e1.bin
en	et	2.0	vocab.enet.spm	817574	89a3deea4ae7d674fb46a4dae39135dd4dfaac9786f2868d0b5bc5c0aca2ef83	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/957b94c4-d106-40b7-b4e2-176f2a923d32.spm
en	eu	2.0	lex.50.50.eneu.s2t.bin	3149580	a6a856a89acc6bbf970b6c5e51fe705bee6fe2b8007a3c31ae54ca2c6fd69aad	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260522192543--c0d951c2-820d-42f1-9654-cd6318e04e81--c53edb46-65e3-4743-8dd0-987508c9b0d8.bin
en	eu	2.0	model.eneu.intgemm.alphas.bin	31561787	f28d03817b718806c9262e3d76960efb8cbd04d0721307c8e23edcae9364150a	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260522192556--eab96ef5-5666-40b0-a384-68f0a8f364e2--31f6154b-707f-430a-9cfe-0084c1b6ad99.bin
en	eu	2.0	vocab.eneu.spm	820820	d0cbd7a04e20c3a45bcf29260967db26a97c4787c03a9d867df0465bc104cec2	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260522192546--5f7809e6-5fdf-4f00-8540-6bf4060a8340--06a3091e-196c-429c-86a9-1f2151e9164e.spm
en	fa	1.1	lex.50.50.enfa.s2t.bin	3631332	8542e7fb2bfa3a11b89f8392b8adb0dbbf863cd34569488b7c4535a91c3ae6b4	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/8ec72d9b-f5b6-40bd-a23d-cedb2c757e92.bin
en	fa	1.1	model.enfa.intgemm.alphas.bin	17141051	456ad3952bcc59d208c76baba4dcef340ee4239416bd760d6fec27f9a16228f8	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/8e412aee-68b4-46cd-aa00-1e7357db24c1.bin
en	fa	1.1	vocab.enfa.spm	843133	6435d3d9d766159fe192ab90892540b438ad7adb7ab4ea4049f68d0b4cdea3bd	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/203a10f4-6885-49c2-89e3-e7a4f3e3e738.spm
en	fi	2.0	lex.50.50.enfi.s2t.bin	3490092	26e95a87f87e4b0fa9a35524cf9fea691204504453877ba4ac81ccc66af1488c	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/a32029c0-5216-49a3-ba89-8f48c29e7188.bin
en	fi	2.0	model.enfi.intgemm.alphas.bin	31561787	88b0caa4cc6980d632801cb2b1950748f1dc43ad2ac83678917ad86c720b5cdd	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/b23aac5b-1f93-407d-be1a-aff19bcd86b4.bin
en	fi	2.0	vocab.enfi.spm	818770	6a866911427f2916609ae89c7f2f04a78de3fdd8aa183039ecba986635d4f246	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/f98de766-1b61-4245-83f3-0d300232ebe4.spm
en	fr	2.0	lex.50.50.enfr.s2t.bin	4372936	2585ed98d3af0bc949865aedeb390493d591f56870814376e73e4144c41ed059	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/293d1823-ff05-48c9-837b-cff8fd33f197.bin
en	fr	2.0	model.enfr.intgemm.alphas.bin	31561787	6322e296d4fecfe395a8d5723da4ec37ecbe6d7613bb1dfcf4b28e2a47498b68	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/e0d7f3ee-163a-4b0a-8e44-8b208b39477d.bin
en	fr	2.0	vocab.enfr.spm	814404	783abf3abe075afdf8d85d233994bef2c3a064e935ab1bed946820aff6ac002a	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/c7c1bcf3-71f6-425a-a6ed-403bd9a0a759.spm
en	gl	2.1	lex.50.50.engl.s2t.bin	3007680	28621d3797a945ca0112c872640686586e77957b5421b0ef95886806b09d8874	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260603153847--5503a4ee-15d9-4cc0-ab84-33de89e97ab1--910f6134-7bea-4a7e-beab-00bc391e7ebd.bin
en	gl	2.1	model.engl.intgemm.alphas.bin	31561787	bec08e5408932c3813ccfb565ab7003d334dd6ca148c9d2bd074e17b8c0be1b1	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260603153845--3408c3e9-a4a9-4eb6-b791-e8bb0dde1d51--9d656b6e-0c5e-43a7-8cc3-367c0befe133.bin
en	gl	2.1	vocab.engl.spm	827026	da044600f961c4c977e747cc9fb8afd4c05829629033d344a575a93807ea1cba	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260603153833--30d1a7a7-1b42-43a2-8df8-0accf391ff1b--88306c26-9356-4156-827b-4efd76343d52.spm
en	gu	1.0	lex.50.50.engu.s2t.bin	3179500	5699d5f0f6265766c57e8e860596091d16a7ea68e9e181a3310b8b52d79f8b5e	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/5b0e3636-9bdd-4997-9a67-7eb67308e22d.bin
en	gu	1.0	model.engu.intgemm.alphas.bin	17141051	0f2c8bc7f13ecb9b89459e8fd9af6d8736e0f6b1c8f8a80f747fcdc030d0a588	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/a2576987-0797-4a60-a266-5f155d067135.bin
en	gu	1.0	vocab.engu.spm	965095	74ce11b041bfc527eedded78594498419c781c81a3fcb3384a3485af70cc2325	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/1aca3a35-aa44-4893-a1da-355b5a4108bf.spm
en	he	1.0	lex.50.50.enhe.s2t.bin	3066048	8795f4c5e19b4a196c9ed394c275a28a09e5ddbbf47ae16faa4446bf2b8bc7d9	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/31eb1832-fdd0-41f2-91f6-355866dd4232.bin
en	he	1.0	model.enhe.intgemm.alphas.bin	17141051	e37ac6e6f131704c85deb94a657aa20afbb44db2879f44aec9c33a34f4467587	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/507ad0e2-1a10-419f-867c-04bb09c4566b.bin
en	he	1.0	vocab.enhe.spm	845017	672b334afa84011200fdaee02c2fc7810910c35ae9ea7619be073c851703ce9e	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/bf209be5-23fb-476e-91dc-ad902de664a1.spm
en	hi	1.0	lex.50.50.enhi.s2t.bin	3504820	b473f6fe41cdb7c1dbeeb714fc50314feab77b0af2b2da6f7830ee14492dd847	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/e69b3f71-49b1-4e61-83f5-2abf46666476.bin
en	hi	1.0	model.enhi.intgemm.alphas.bin	17141051	18682fa6aa1c1b2f78a6fcbcb354755094d623e65436ef7821720c5213e11a49	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/32ad63e2-0283-4c87-8fa8-d843c322c87b.bin
en	hi	1.0	vocab.enhi.spm	925360	8017cbf812bae400794c424699b89de90db06ac7a4ca67a420013a9f68b270c1	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/5d4cb145-1f61-4913-973f-d7643c06b917.spm
en	hr	1.0	lex.50.50.enhr.s2t.bin	3319896	b811d67aca11e12e6bd956c1b4a1e74c6162d71e9ac259bfff415fbb90c3f666	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/9d7acc73-dba2-4d5e-9e6b-3b58a6ef6a27.bin
en	hr	1.0	model.enhr.intgemm.alphas.bin	17141051	29ba32235778da3e38cfeb0d7f36eaf8dc37c961ff8651d86f7cae7e29e97d88	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/08947d77-90d5-40ef-a896-560e7cf3c0c7.bin
en	hr	1.0	vocab.enhr.spm	796935	7b75fe5ee12743c787a393489d8810adc3ca6cefe0142e8993227dd125d224b3	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/15b77cc4-84ff-47c2-b54c-6075910ef1ce.spm
en	hu	2.1	lex.50.50.enhu.s2t.bin	3419024	b1c9763567bfa24082fee43a9c4cc05b8ceada949fa52f6686b11f70ce481238	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260831143554--213b291c-d628-4fed-a285-0331287508ef--ed861d94-a183-4994-9db7-32eb890e797d.bin
en	hu	2.1	model.enhu.intgemm.alphas.bin	31561787	0c42f56edca74b3f732a74c64553c47d0005b50cf095f43024601985fab5d461	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260831143551--daed5bc9-2f4d-42c9-9762-4fbedec7ca80--a6957748-3ebd-4d43-82c0-ab7e7ad3e67d.bin
